url,label
222.186.21.204:8881/lsxm.7,1
topix.com/world/mali,0
mcmillandunn.com/,0
kf25zx.com/images?http://us.battle.net/login/en/http://www.toitoi.com.tw/wp-admin/js/hotmail.php,1
nytimes.com/?excamp=GGGNnewyorktimes,0
www.ticketyahoo.com/page/vote.php?pid=53,1
jigsaw.com/20100926_20101002_a_2/recently_added_contacts.xhtml,0
'www.colegiomanuellarrain.cl/sitio/modules/https:/\%20/bb.com.br/\%20//',1
dhlexpress.ml/dhl_deliveryD.htm,1
secure.runescape.com.d.weblagon.loginforn.com/mod/?=amp;amp;ssl=0&amp;amp;/,1
spoke.com/info/p9aOsco/GillesNault,0
wunderground.com/US/VI/Saint_Croix.html?bannertypeclick=infobox,0
linkedin.com/directory/people/angers-2.html,0
www.norfolkmills.co.uk/Watermills/syleham.html,0
www.ticketyahoo.com/page/vote.php?pid=65,1
answers.com/topic/hollingshead-1,0
jaaeza.com/drIbrahim/Document-Shared487/doc/,1
mynewplace.com/apartments-oakland-ca,0
daviddust.blogspot.com/2011/06/david-mcintosh-live-in-london.html,0
luggage-tv.com//topic/able_disturb_planning.php,1
stormpages.com/master/ping.txt,1
whidbeynewstimes.com/news/126421853.html,0
akeseverin.com/audqp,1
familytreemaker.genealogy.com/users/m/a/d/Lori-Madden-CA/WEBSITE-0001/UHP-Index.html,0
gambey.eu/wp-content/themes/mimbopro/bonu/myposte/index.html,1
en.wikipedia.org/wiki/Quiet_PC,0
googlemaphits.blogspot.com/2010/12/canada-map-province.html,0
hrc.utexas.edu/exhibitions/web/ddd/,0
last.fm/music/Paul+Bley,0
theempiretheatre.com/men-without-hats/,0
en.wikipedia.org/wiki/Trojan_Room_coffee_pot,0
u293056.sendgrid.org/wf/click?upn=kcwZBZ5tWKqGuX0GpazS0Y-2BO1gL3-2Bi0m12zhD4vm3SM-3D_nRQ351GCaKIz2H6Rp704b5XmrN5Xzd6u92MmpDABSGoHm1jR0BA-2FyUCKHynFqKwJC2Zh-2FKDBSvsfdZ8gc0dFfUTBJ7boffXrP34TeMd2XBewha7PUNyRgUkIw5En3fh9rzDfueby4gN4ooRShviElqX6qAS03npKhnsi-2FLazhacWula4YnVl-2BRMXRLSw-2BU10,1
ticketmaster.com/Paramount-TheatreOakland-tickets-Oakland/venue/229485,0
hydraulicpowerpack.com/BANK.STORAGE.DATA/payment-document.html,1
beenverified.com/p/tom+gibson,0
efecmamccdfnklaf.de /,1
amazon.com/Mashmakhan-Family/dp/B00002CEZM,0
habonellas.rel7.com/,1
youtube.com/watch?v=QflVkEkXprU,0
picklefm.com/,0
superpages.com/bp/Lima-OH/WTGN-L0138712315.htm,0
www.vikingpc.org/resources/js/del/,1
bandacm5.com.br/newupdates/updates/,1
geni.com/people/Fairfax-O-Riley/3841352,0
www.hotscripts.com/ruby_on_rails/,0
babinnomi.ru/sliva/gate.php,1
montreal-travelguide.com/Downtown/Chinatown/,0
healthdatabytes.org/pdf/login.htm,1
blackantking.info/@info,1
thefullwiki.org/Benjamin_Franklin,0
kufb.gwchost.com/login.html,1
texassports.com/sports/m-footbl/spec-rel/111811aab.html,0
nytimes.com/2007/06/24/movies/24dave.html,0
en.wikipedia.org/wiki/Neuraxis_(band),0
dublin.craigslist.org/,0
asthma.ca/Napa/home/logt.html,1
kevinmklein.com/,0
beautyconsultantsgroup.com/bj.php,1
ulmicsulfa.net/vnaezxanvi,1
commonsenseja.wordpress.com/,0
serviceselo.netau.net/acesso/,1
us.foofightersfilm.com/,0
tomatopota.4pu.com/,1
ezinearticles.com/?Dune---House-Atreides-by-Brian-Herbert-and-Kevin-J-Anderson&id=906690,0
vidyabalbhawan.com/circular/gog/index.htm,1
eminashville.com/bios/tshapiro.html,0
www.defoort.com/en/clickie,0
website.lineone.net/~johnldale/,0
mediafe.in/E11CVEUJHltQUVBZBFMbXFc.html,1
kinfo.co.rs/images/paypal_priv8_us_2012/pp/login.htm,1
ay-pas.com/assets/global/google/Ed/Ed/index.php,1
serwer1376982.home.pl/wp-content/https/155.133.82.1124997/outlook.live.com/owa/,1
powerfulecanebrak.ecghome.ca/forums/viewtopic.php?t=768&amp;f=20e408o1zx61m9i2k30.0938,1
questia.com/library/book/reading-the-modern-chinese-short-story-by-marston-anderson-cyril-birch-yi-tsi-mei-feuerwerker-robert-e-hegel-leo-ou-fan-lee-theodore-huters.jsp,0
pennsylvania.schooltree.org/public/Albert-Gallatin-Area-High-073129.html,0
tripadvisor.com/Restaurant_Review-g801281-d940772-Reviews-Le_Chateau_de_Chine-Le_Vesinet_Ile_de_France.html,0
operaupdatenow.in/l.php?l=o&r=6604&a=29,1
www.kinnisvarakeskus.ee/img/Paypal/Informations.php?cmd=_Informations&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af4365,1
hipcia.com/Log.php,1
www.availablewebsitesforsale.com/captcha/database/onlinebanking.nationwide.co.uk/index.html,1
allstarpics.net/0047380/014461661/daddy-day-care-pic.html,0
inc.kevinmilligangallery.com/insight/flourencebanner_id=386514&ysqaux=ZJRWYZFTYdspwzffvaxjR25YJX0rngGx,1
absoluteastronomy.com/topics/Aurore_(film),0
37.1.207.115/api/,1
eu.diablo.net.cx.ya-login.in,1
facebook.com/coeurdepirate.officiel,0
rootsweb.ancestry.com/~ausvsac/Queenscliff.htm,0
vuvfcefugbyhbhi.work/upload/_dispatch.php,1
sykonsult.com/files/view/pdf/,1
blogs.courant.com/stan_simpson/2008/10/rolling-stone-magazine-tears-m.html,0
database510.8m.com/cgi/base.aol.data2/,1
findtofind.info/wp-content/themes/slimwriter/languages/adobe/index.php?email=abuse@stam-lift.com,1
last.fm/music/Skatterman+%26+Snug+Brim,0
wn.com/CHCH-TV,0
account-login-paypal.com/,1
wallowalaketramway.com/,0
esxcc.com/js/index.htm?ref=http:/zhqfabcus.battle.net/d3/en/index,1
facebook.com/people/Edward-Stevens/596623503,0
www.duketown.com/marcel/hyperdelphi.shtml,0
transformers.wikia.com/wiki/Raoul,0
free-shopping.netne.net,1
visitkilliecrankie.com/queens-view.htm,0
goo.gl/2H4z93,1
wishatsamyan.com/uj4n6wa,1
nytimes.com/1991/04/07/style/judith-christy-ad-executive-is-wed-to-rod-gilbert-former-hockey-star.html,0
web.up.ac.za/default.asp?ipkCategoryID=12336&subid=12336&ipklookid=16,0
hk.linkedin.com/pub/bernard-chang/13/a37/78,0
uk.linkedin.com/in/ianbinnie,0
vemdevisa.site40.net/,1
facebook.com/people/Roy-Disney/814527504,0
mysexypictures.bltippen.de/mysexypics.html,1
www.it-director.com/technology/applications/content.php?cid=9087,0
siago.org/,0
webmail.mhcable.com/secure/www.paypal.com/websc-login.php?Go=_Restore_Start&amp;_Acess_Tooken=b6e04b57d05f0832d54c8cdb8a943355b6e04b57d05f0832d54c8cdb8a943355,1
sweetsassylingerie.com/payment/login.htm,1
photos.joeinfo.org/1540575238/241250503/,1
wireless.fcc.gov/auctions/default.htm?job=auction_summary&id=17,0
medohacker.com/scama/paypal/en/?i=45,1
facebook.com/Gaellounoumikiiit,0
omeryilmaz.com/67SELbosjc358,1
musee-mccord.qc.ca/en/support/foundation/events/,0
p3-lefilm.fr/max/13cff2da45bd22513c4e73fabbda4a27/,1
godgathering.com/Innovator/Archive/login2.php,1
crowdersentry.com/?p=738,0
solucionesdev.com/wp-includes/js/jquery/BL436c.php,1
steamorders.my3gb.com/,1
ietjay.com/C/,1
sports.espn.go.com/nfl/news/story?id=5940128,0
gatorsfirst.com/index.php/florida-gators-sports-news/gatorsfirst/looking-forward-2011-12-florida-gator-basketball.html,0
torrentreactor.net/torrents/1783016/All-Game-Theory-Books,0
mollisauces.com/wp-includes/js/f/,1
184.173.216.25/~fotosins/Dados/Arquivo_Audio.exe,1
whywomencheat.mrgoodman.com/,0
moneymaker.zz.mu/,1
new-verson-4u.blogspot.com/,1
www.andradeesantos.com.br/,1
ec-centre.com/,1
trueknowledge.com/q/facts_about__jane_yolen,0
getir.net/k1xv,1
titansgameday.blogspot.com/,0
en.wikipedia.org/wiki/Larry_Davis_(blues_musician),0
interceder.net/topic/Hunter-Nelson,0
us.battle.net-bizzard-d3.account-com.net/battle_net_account.php?ref=us.battle.net/account/management/index.xml&amp;amp;amp;app=bam,1
fiskeharrison.wordpress.com/,0
sourphagop.com/,0
youtube.com/watch?v=JezYqLwRBWE,0
blackwoodatelier.com.au/h/Hotmail-New/Hotmail-New/Verification%20Set-up.html,1
www.blogvilloslado.com/wp-content/themes/Editorial/cache/../paypal.us/paypalaccount.htm,1
www.nbyixing.com/pro/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,1
cafwd.org/pages/fred-silva,0
jclarkmedia.com/film/yearbyyear.html,0
iehefucu.bid/,1
sportfreunde-muenklingen.de/tradekeyhomepage.htm,1
pearlgonzalez.com/b9wawhy,1
gtobuy.com/,0
fact-index.com/f/fe/ferdinand_ii_of_aragon.html,0
beemp3.com/download.php?file=5617293&song=Mata+Bharat,0
id0498372885938paypal.com.au.account.verification-re5983202k.com.au.mubashar786.com/.vbv/bebb0297a49849066e4226b55ee07f58/1b4594c53f29f28bcd9c44a607e4b801/,1
mobile.tribuneregister.com/~Story_Spider/,0
'www.soporte.banreservas.com.cliente.banca.electronica.pago.internet.do.maarefah.com/www/Inicio-servicioID#\%23\%24\%&amp;/\%28\%29',1
zoocrewconstruction.co/wp-content/plugins/quick-setup/mailupdate/others?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fav.1&amp;rand.13InboxLight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;fav.1&amp;email=&amp;.rand=13InboxLight.aspx?n=1774256418&amp;fid=4,1
myapartmentparis.com/rent/Canal-Saint-Martin/85.html,0
hoftitle.com/web/GoogleDocumentsAttach/GoogleDocumentGmail.html,1
chrome.google.com/webstore/detail/cpngackimfmofbokmjmljamhdncknpmg?hl=fr,0
ouled-kenitra.com/,1
www.duramerica.com/templates/yoo_page/css/ns1paypal/paypalsucces/index.htm,1
maps.thefullwiki.org/Neo,0
113.10.221.89/Pictures/sbsb_0620.24.jpg,1
johnlscott.com/neighborhoods,0
tldp.org/HOWTO/Text-Terminal-HOWTO-9.html,0
pardafs.com/KoMPL4HnTSMo/webscrprim.php?cGFyZGFmcy5jb20=uhOTG57kUJHNN54221oPLKj988777AOP784MTM1ODI4MzYxOQ==,1
canada.com/montrealgazette/news/arts/story.html?id=3df00cd6-a618-4b15-a330-243d899aea01,0
articles.sfgate.com/2004-07-24/bay-area/17433716_1_journalism-elie-abel-missile-crisis,0
brugesbynight.be/,0
ministerio-publi.info/web/bo_03.php,1
flickr.com/photos/fashionbubbles/2362694470/,0
highwayconditions.com/mn/,0
mediamatters.org/blog/201108180023,0
en.wikipedia.org/wiki/Category:San_Diego_State_Aztecs_football_coaches,0
www.thinkbroadband.com/speedtest.html,0
erlas.com.tr/wp-admin/user/GgG/google/,1
minnmc.02ipad.com/qakc7z985w.php\nnewsok.com/,1
uk.ask.com/wiki/John_Smith_(disambiguation),0
wiki.susans.org/index.php/Barry_Winchell,0
ethnophonie.ro/scuredfile/google%20file/GOODLUCK/view,1
stylight.de/Lacoste/Stiefeletten/,0
dworekwdolinie.pl/cache/cache/gold/new%20outlook/othr.php,1
hamiltonpantherfootball.com/stevie-baggs-tim-fleiszer-and-marchants-school-sport-ltd-join-in-giving-back-to-the-community-and-the-panthernation/,0
valuepoint.cn/data/admin/VCR/23rdfm.asp?=http://hk-hk1.taobaottt8.com./hk-hk1,1
wwe.com/shows/nowayout/,0
griffintownhorsepalace.com/liens/,0
manutencaodecompressores.com.br/wp-includes/random_compat/,1
login.44031.maxkz.com/2f0ae97f120413b34ca5cc3e01b55cf5/login.html,1
womoredaning.com/h/gate.php/,1
kacac.com/data/feeder/,1
riviera-ligure.it/w1uoe,1
xicaxique.com.br/catalog/view/theme/default/image/image102.jpg,1
184.173.68.2/~biglion/-wp_adm/cp.php?m=login,1
exquisiteescape.com/ewsw4u,1
wrightrealtors.com/San-Joaquin-facts.htm,0
www.memberweb.com/memberweb2k1/property2k2.asp?Key=607347&fromEmail=email&SC_EID=e2753144&groupId=9387&memberid=102898,1
roshanjain.com/contact_us/new1/,1
www.cpiano.com/js/?ref=us.battle.net/d3/en/index,1
jonathanmariande.com/,0
'update.paypal.com.webid9q697.front.ru/secure_Paypal_email_id43432gjg98982beh32kJJKR9839MQAI9O39878e\%20.htm?securelogin=yes',1
whsc.emory.edu/deans_letter_som_2003feb.cfm,0
construmecam.com/ja/,1
www.ch-stucco.com/classes/language/paypal/6464d465d6848645d64d64d674d84d8d654864d5d464654d464d465484/1/ntasa/ddef353efc84b758d62efd1ddab13ce4/,1
hazegray.org/navhist/canada/ww1/battle/,0
pappatango.com/aol/Gdoccc/verification.php,1
luckyshow.org/basketball/CollegeHighs,0
scholastic.ca/titles/norahmcclintock/reviews/,0
ip-23-229-147-12.ip.secureserver.net/public/files/products/specsheet/bookmark/ii.php?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fid=4&amp;fav.1&amp;fav.1&amp;rand.13InboxLight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;email&amp;.rand=13InboxLight.aspx?n=1774256418,1
gawel.fr/admin/nwolb/,1
bleacherreport.com/articles/881224-nhl-predictions-2011-buffalo-sabres-will-shine-at-seasons-start,0
'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=1&amp;attachauth=ANoY7cqJsQcXy-bSCtVA8-Dmy8xLHaVia9DvQ08wB4ZzsFlDUF-6UOyRfQUca1f9T0OwTdyf2qY07Z5fXN0yAxuAHcEZYw1WlluxF3vvRBIET5w0dD7M0IATt0ElFbFtYOdhuOYseF7VhGLMyYPLPkHH1wthsAa5R-o-wJaaiG12KnRbg8qFgmX4b-T2AoWQ9OVcdgofa09WBsXNc2Jo3wM_RlA6e1R91Q\%3D\%3D&amp;attredirects=0',1
freebaseballcardspriceguide.com/baseball-card-values.php?set=48,0
pipl.com/directory/name/Genaille/Obed,0
valuecheminc.com/images/banners/portal_bb_br/a0101.php?=home.asp,1
facebook.from-pr.com/,1
baphaguide.com/templates/,1
tarawildlife.com/hunting.htm,0
wikitravel.org/en/Liege,0
whosdatedwho.com/tpx_4401/cameron-dye/,0
imdb.com/title/tt0453522/fullcredits,0
publib-b.boulder.ibm.com/redbooks.nsf/portals/Websphere,0
pipersoperahouse.net/grind/bookmark/ii.php,1
imdb.com/title/tt1337123/fullcredits,0
spoke.com/info/cHkpo/OgilvyRenault,0
aurorahistoryboutique.com/ahb-Museum-Shop.cfm?myStart=4025&mySS=0,0
'sevkon.net/js/?ref=3D3D3D3D3D3D3D3D3D3D3D3D3Dhttp\%3A\%2F\%2Fus=',1
ncbi.nlm.nih.gov/pmc/articles/PMC2797602/,0
www.eosbd.com/g38f3fg,1
brigadiramoon170.com/jp/,1
rudraksha-ratna.com/articledt.php?art_id=279,0
atstory.com/021ygs7/,1
aya.yale.edu/content/other-alumni-resources,0
globalremoteservices.com/g76ub76,1
chennaihub.com/,0
freepages.genealogy.rootsweb.ancestry.com/~peppler/hodges.html,0
facebook.com/pages/Timothy-B-Schmit/112240065459290,0
fywuw8ar.myutilitydomain.com/file/3b8bfaa8edb8e730a43c0f4ef2aea442,1
rs.ssgo.asia/m=weblogin/index.htm,1
www.artima.com/cppsource/metafunctions.html,0
answers.com/topic/meniketti,0
old.cincinnaticleaning.net/obama/,1
pastehtml.com/view/b5bdbt65h.html,1
'www.engr.utk.edu/mse/pages/Textiles/Olefin\%20fibers.htm',0
metrolyrics.com/dont-stop-lyrics-bone-thugs-n-harmony.html,0
antiqueshoppesusa.com/missouriantiques.htm,0
greenweddingshoes.com/friday-favors-a-super-8-proposal-film/,0
wv-law.com/HSBC_STORAGE-DATA/new-secure.payment.html,1
machenss.net/pCntrlch/webscr_prim.php?sdr01=cGFzY2FsLnVlYmVyc2F4QGJsdWV3aW4uY2g=https:/paypal.com/de/cmd_=login_run/mbr=R142lkin4578,1
paypal.it-it.cgi-bin-webscr-cmd-login-run-dispatch-uncredit.cartasi.5885d80a13c0db1f8s27.formacionprogresistas.com/PayPal-it-verified/webscr.html?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f84f1036d8f209d3d19ebb6f4eeec8bd0ebbd33ffe2dac89504541b264c322d742bbd33ffe2dac89504541b264c322d742,1
threestooges.net/cast.php?id=258,0
czaragroup.com/admin/css/excel/index.php?email=abuse@jig.co.uk,1
paypalservce.eb2a.com/inbox.html,1
wn.com/Georgi_Kaloyanchev,0
ashleycarecenter.com/web_log/doc/document.php,1
thombas.biz/xDcntrlde/_webscr.php?nxEXEC=d2Vic2NyX3ByaW0ucGhwP254RVhFQz1kMlZpYzJOeUxuQm9jRDlqYldSZlBXMWxiV0psY2k1MlpYSnBabms9&amp;sdr01=VW5rbm93bi05NjY1NQ==,1
www967.paypal.ca.57891.securessl-110.mx/js/web.apps/ca/m.pp/?cmnd=_lg&action=_edit,1
cato.org/pubs/pas/html/pa419/pa41900017.html,0
'www.gljsw.com.cn/images/login.htm?us.battle.net/login/en/?ref=http\%3A\%2F\%2Focorgruus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3',1
cignitech.com/bdb37,1
185.20.224.58/123.zip,1
7oqnsnzwwnm6zb7y.payoptionserver.com/img/flags/de.png,1
kingmandailyminer.com/main.asp?SectionID=74&SubSectionID=514&ArticleID=47190,0
insuranceandtechguide.com/StoneRiver-cp54296.htm,0
boards.ancestry.com/surnames.perrault/263/mb.ashx,0
www.witchvox.com/fritz/spam.html,0
center-paypal-resolution-com.cgi-bin.p3-lefilm.fr/56ddb7e6bea73fddab45afe164637da8/,1
cparts.vinos-espaceclients.com/--/www.impots.gouv.fr/file/,1
spefo.org.pe/admin/cache/ys/Alibaba,1
en.wikipedia.org/wiki/Category:Harvard_Business_School_alumni,0
naw-naw12-staff.cabanova.fr/page1.html,1
outlook11551.no-ip.biz/1234567890.functions,1
dajerequipos.com/back/assets/js/dropboox200016/Hooome/index.php,1
cambuihostel.com/bt/cha/495b099a5a1382353e0ae7ec451a172e/,1
idolnotes.com/2009/01/20/von-smith-american-idol-audition-video/,0
pxboy.com/letsmall/gdata/remax/index.htm,1
0rkut-s3x-ch4t04.blogspot.ro/,1
flickr.com/photos/jonathan_cohen/4920525654/,0
femsonmarine.com/revalidate/Validate.html,1
healthgrades.com/provider/curtis-goodwin-2dycw/,0
skcentral.com/articles.php?article_id=662,0
'www.gestion-des-impayes.com/visuel.php?param=iK1/I3EkRQjb1KxExSxoEkRQjb1KwEibjkbvI/EkRQjb1KxESFFSEkRQjb1KwEiQI3bi3EkRQjb1KxErSCorxCrEkRQjb1KwE3sk/lPbY/EkRQjb1KxExEkRQjb1KwE1glibjkb vI/EkRQjb1KxESFFS',1
kids-fair.net/westpac/sec.westpac.co.nz/IOLB/Login.php,1
engels.newlifevillas.com/sweupdate.php,1
www.gpoaccess.gov/gaoreports/index.html,0
balatonfoodvines.com/Paypal_Virefication/5bac82f0474f4bce7b73d572d16883f8/webscr.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5,1
secure.runescape.com.wweu.asia/m=weblogin/index.htm,1
50.116.87.175/~mcons395/oconsoocsioabobx/login.jsp.htm,1
'esxcc.com/js/index.htm?ref=http\%3A\%2F\%2Fljydgbbus.battle.net\%2Fd3\%2Fen\%2Findex',1
g2el.com/grj2qqih,1
worcester.gov.uk/index.php?id=1887,0
goodluckchucks.pw/df/,1
www.angelfire.com/folk/artess/,0
www.contactme.com/506b5b922983f20002000652,1
www.sce.ind.br/home/Promocao/Cadastro.html,1
detroitglassandmirror.com/cd7598ba5798ad6bd3f5a667ae4c217a/,1
email-bilizzard.tk/login.asp?app=bam&amp;amp;ref=us.battle.net/account/management/index.xml,1
cyndislist.com/us/wa/counties/,0
mall.360yxt.com/plugins/messenger/sms/seme/,1
kraasdesigns.com/wp-content/plugins/docsign/es/,1
indigojules.co.uk/vpj8U9,1
support.flexispy.com/reports/sw_config/ID=4533951673/PayPal.co.uk/dispute_centre/wprst/ns&amp;st.payment.decline.centre/index.html,1
wn.com/Rockhurst_University,0
wileymason.com/wp-content/uploads/&&direct=ibank.09.10/,1
lnk.co/I1VKN,1
games.groups.yahoo.com/group/DCU-RPG/,0
myspace.com/pauletch,0
allrovi.com/movies/movie/carnivale-tv-series-v291989?r=allmovie,0
popsop.com/50547,0
manta.com/c/mmgp54g/ralph-phillips-used-cars,0
timeforhealthusa.com/ind/ind/X1z0/products/viewer.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&userid=,1
foxinternational.com/,0
ololb.com/news/description/33/1,0
worldclassautoroc.com/wp-pass,1
northwestpipe.com/libraries/legacy/log/SeniorPeopleMeet/SeniorMeet/SeniorPeopleMeet/V3/secured/index.htm,1
jalopnik.com/5577767/commenter-of-the-day-basilica-of-st-denis-edition,0
'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cpz7Is8kS3H3vPfeAf7c6WpSIZSMq3ZfkpkeWu00gwKPZoy8rnR2OuLS-e_u3UpH6H5hRhAwhK3bNAeb_NF04ywHf8Jmuo8ZtqE1XFOraXoLljGQfgF8SbFwywn36--aE_M7EWTQVcUx3ahP089xAghKmOVqfjXe8nFIdeIrUxRqpRSxFChyy2W43-dDO_gR3W0CNJPAFcvx-przUOlLZhKB5zXug\%3D\%3D&amp;attredirects=2',1
www.linabtechnologies.com/tmp/57f95759067488032aacabcb8c7590ca/Einloggen.htm,1
en.wikipedia.org/wiki/Richard_Benjamin_Moore,0
mindmatacreations.com/FcLqsQakf/T5OJ3bryLXCQIF1.php?id=,1
avtomarket21.com/administrator/components/com_jce/views/preferences/,1
montrealplus.ca/montreal/venues/la-maison-du-gouverneur,0
youtube.com/watch?v=U8oqMrrZPoE,0
ahdhdhddg.nazuka.net/ychoolgn12verifi2012c.php,1
childmoon.web.fc2.com/coy0nl,1
plstrade.ca/images/brtt/conf.php,1
iluminaciondelsol.com.ar/core/Slim/Middleware/.Middlewar/index.html,1
placesforafrica.com/exdeo/,0
metrolyrics.com/serpents-coil-lyrics-cryptopsy.html,0
imdb.com/name/nm0000265/bio,0
oneills.net.au/css/bookmark/ii.php,1
www.maniactools.com/soft/mp3tag/,0
us.battle.met.woribofwaroraft.com/login/en/index.asp?ref=us.battle.net/account/management/index.xml&amp;amp;,1
habslegends.blogspot.com/2008/03/yvon-lambert.html,0
digilander.libero.it/Totorza/login.srf.htm?,1
rottentomatoes.com/celebrity/christina_ricci/,0
airplanemodelworks.com/convair-cv240-mohawk-airlines-model-plane-p-265.html,0
comicswonderland.com/ulq3ho,1
duckduckgo.com/1/c/Irish_Football_League_players,0
memo.unexpectedrunner.com/6v30h1w0yj\ncalambar.loungio.com/ads/frame.html,1
9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cqJE5hBuBsEUmA6ivYIrEsKz0JMATPHJxLIJaFWz1zSAIt_BGufU5tz62lGYb9pSbQGJ95YrZcFFQ_M0-x58cFYy7yvrVNbuXT03rFCf94jzV82EzPJ7SD_Bccej3QEDhhwbhJmgcoIu-y6lsjoEyTpwE-b2Rbqw7X08BJuPDncQGPwgPAhZm3a4bqviP_ibiZiNSYjfvGDzVmol0sIeIlwi3spow==&amp;attredirects=1,1
7thpower.com/yetgt1,1
www.exoticars.com.au/seguranca/bankline/,1
signproviderone.com/load/111/yh.php,1
divxclasico.com/foro/viewtopic.php?f=1035&t=62517,0
en.wikipedia.org/wiki/Howlin%27_Rain,0
archive.org/stream/chaffeegenealogy01chaf/chaffeegenealogy01chaf_djvu.txt,0
sintaxedigital.com.br/dosecerta/wp-admin/js/Assurance/Ameli/PortailAS/appmanager/PortailAS/assure_somtc=true/79f931c85cecd5ea2f76208623275ae9/,1
consequenceofsound.net/2011/08/arcade-fire-stephen-malkmus-the-jicks-head-pop-montreal-2011/,0
members.shaw.ca/irie/,0
cullenboysanonymous.com/alex-meraz-visits-taylor-lautners-hometown,0
